Census Track,Average Income,Neighborhood,Shape_Area,City,County,State,Country
750925,4626396,57,907,Aaronside,20,New Jersey,
197851,3663211,33,261,South Angelaburgh,82,Indiana,
926036,727906,48,347,Brianborough,81,Mississippi,
180541,9919923,87,990,Bradleyburgh,16,New Jersey,
424043,6577439,89,416,Coreychester,33,Indiana,
762284,91864,74,796,Port Jessica,60,Tennessee,
383757,366132,16,676,Lauraborough,73,Kansas,
46735,6211967,59,591,New Jessefurt,50,Montana,
865604,1365184,65,432,New Laura,41,Georgia,
859344,8814230,53,927,Calebhaven,62,Kansas,
200079,4910177,81,295,Karenshire,99,Washington,
968831,343735,48,773,West Heathershire,47,Illinois,
800892,1197941,52,938,Stacyborough,16,Nebraska,
988543,3919696,29,839,Nielsenberg,19,Wisconsin,
508887,6745743,65,867,Lake Mitchell,61,New Jersey,
701976,266374,65,947,Huberborough,61,Nevada,
179212,1754816,61,310,Port Jeremy,1,Utah,
285128,2449263,65,676,East Andres,65,Mississippi,
569663,605496,48,850,Sharonhaven,72,Vermont,
4101,148677,12,942,Brianshire,52,Pennsylvania,
739790,7434815,37,668,East Vickichester,72,Hawaii,
992453,740423,28,942,Port Scott,88,Mississippi,
439136,2042124,17,192,Joshuamouth,28,North Dakota,
261340,6119175,17,551,Alecside,38,California,
152968,95792,30,764,South Shawnstad,0,New York,
890154,60238,35,691,Jenkinsborough,43,Alabama,
311794,627056,15,142,Hernandezside,74,Ohio,
445512,9859926,71,581,Hamptonburgh,30,South Dakota,
80212,4502648,16,150,Joshuaborough,15,Illinois,
610913,3608457,43,955,East Danielmouth,90,West Virginia,
468687,6112603,83,416,North Nathan,0,West Virginia,
760152,1629508,12,311,East Rubenmouth,69,Kansas,
329919,4459581,68,225,East Katherine,90,Arizona,
317037,1012605,84,221,South Danieltown,60,Wyoming,
898806,5571317,29,558,Williamschester,8,New Hampshire,
835666,6154765,10,881,North Kellyhaven,76,Maryland,
907971,492002,97,908,Ashleybury,85,Alabama,
72947,8243755,32,625,Lake Davidmouth,43,Washington,
433041,7608369,59,521,Romeroborough,69,Nebraska,
173363,4802589,21,244,West Marktown,6,New Mexico,
134978,4571443,50,133,Port Teresa,62,Alabama,
830300,165518,34,445,Port Kristenchester,65,New Hampshire,
429607,7202639,30,147,South Randy,16,New Mexico,
737697,7301727,93,351,Lake Lesliemouth,88,West Virginia,
677808,665022,76,369,Port Penny,22,Alabama,
393973,8212162,87,108,Lake Edwardport,34,Michigan,
415688,263573,31,241,New Andrea,68,Nebraska,
349691,4140567,48,269,Lake Victorberg,70,Missouri,
678128,2631233,10,896,Flowersshire,20,Idaho,
233357,4424303,50,306,Amandafort,1,Michigan,
690644,2279581,22,820,Spearsberg,22,North Dakota,
873676,2512051,63,248,Deborahshire,27,Minnesota,
807047,6634298,45,745,Christopherfurt,25,West Virginia,
40904,730000,19,723,Deborahtown,88,Hawaii,
120847,4874172,88,986,Port Angelastad,54,Kansas,
378701,6689226,54,253,Port Adamborough,21,Wyoming,
165055,1756974,88,703,Ericshire,31,Texas,
77005,6984699,75,183,Howardhaven,93,Georgia,
551890,3648585,52,454,Welchmouth,97,West Virginia,
456787,9468045,55,322,Frenchside,94,Alaska,
348437,1023397,64,177,Jenniferview,16,California,
867452,9125621,13,603,Jacksonland,42,Missouri,
910011,89374,67,460,Micheleton,97,North Dakota,
365989,1707676,91,104,West Maryhaven,62,Nebraska,
106536,6983382,84,176,Tinashire,58,North Dakota,
28678,4620953,92,560,Robertsonbury,68,New Hampshire,
87552,125580,82,635,North Paula,15,Connecticut,
659707,6947656,28,328,Thompsonhaven,51,Oregon,
831969,2519765,10,202,Cynthiahaven,26,Vermont,
84081,1193678,15,569,Calhounborough,24,Mississippi,
111356,420551,82,961,Muellerport,74,North Dakota,
655665,2382857,33,911,Anthonyton,42,Florida,
560144,3159074,92,445,Nancystad,2,Hawaii,
525966,4970477,78,589,Russellchester,70,Minnesota,
810674,2453296,37,788,West Ericastad,85,Washington,
2099,3645110,63,911,Paultown,22,New Jersey,
803280,326849,17,695,Fosterfort,50,South Carolina,
896461,2451558,95,141,West Samuelborough,92,Maryland,
486291,1479501,90,259,North John,50,Kentucky,
774625,2636897,44,974,Russellchester,83,New York,
388983,903298,24,203,New Alecberg,50,Maine,
387328,7910465,94,622,Lesliefurt,58,California,
860987,1318882,27,966,Nicholaston,25,Virginia,
228347,5341861,57,516,Dawnberg,98,Indiana,
902901,7553298,48,638,Port Johnchester,65,South Dakota,
611236,465055,95,141,South Amyfort,89,New Jersey,
892799,9944621,54,305,New Michele,1,New Hampshire,
331751,1621399,20,102,South Suzanne,4,Missouri,
798885,9868607,14,261,Dorisbury,88,Idaho,
305870,2876297,21,464,East Michaelborough,13,Oklahoma,
932782,4340195,16,165,Frenchfurt,49,Utah,
250883,1668944,16,523,Gordonstad,14,Indiana,
15278,2909707,91,194,Amyfurt,19,Montana,
478528,1504192,87,924,Heathertown,14,Iowa,
213030,4956316,17,337,Port Christopher,90,New Mexico,
989485,6426187,99,978,Lake Gregside,41,Connecticut,
303830,3942782,42,852,South Javierberg,21,Delaware,
654907,6865812,69,840,West Megantown,94,Maine,
138970,1692045,82,957,Blackshire,86,Arizona,
78177,7345634,77,613,Zacharyland,58,Massachusetts,
392311,9847909,92,578,Sanchezfurt,96,Georgia,
739800,4809505,11,144,Palmerhaven,74,Illinois,
163283,3010293,94,639,North Holly,92,Kansas,
908003,2997524,47,286,North Adamstad,1,West Virginia,
589847,5081272,64,443,West Sean,49,South Dakota,
577134,3357117,75,995,West Jennifer,42,Tennessee,
211596,3720490,46,274,East Evelynport,60,Kentucky,
535440,5103610,95,921,Zimmermanmouth,9,Arkansas,
847390,206697,19,868,North Nathanbury,98,Idaho,
388997,8460029,65,692,Port Sergio,25,Ohio,
825340,3692817,30,914,South Jonathanfort,5,Rhode Island,
461404,3748385,79,524,Masonshire,11,Hawaii,
973453,6761159,94,682,Lake Julie,94,New Jersey,
286462,3472528,36,577,Adamsburgh,98,Tennessee,
743170,6787443,41,778,North Annefort,8,Nebraska,
1561,427134,57,185,Lake Gabrielle,22,Arkansas,
117644,9872712,21,613,North Zacharystad,1,Alaska,
656793,8736805,12,205,Danielview,32,Massachusetts,
795111,9185424,36,897,Derekmouth,46,Idaho,
972318,2900791,71,942,Lake Robert,66,Vermont,
883946,3502854,54,350,South Alyssamouth,89,Arkansas,
217867,394003,77,906,Wilsonbury,96,Kansas,
509782,1337758,53,399,New Erinton,76,Utah,
616696,7418789,60,612,Katherineview,36,Kansas,
941450,2476758,39,630,Dianatown,39,Louisiana,
531248,2634096,48,666,Alishafurt,32,South Dakota,
205473,6981435,98,107,New Austin,12,Utah,
604850,8340277,93,218,Laramouth,45,Rhode Island,
984289,1156409,98,173,Lake Javier,19,Colorado,
920054,5446302,88,250,Port Michellefurt,39,Texas,
882976,1431051,85,322,New Andrewborough,93,West Virginia,
955008,7976862,38,525,North Kennethfort,79,Texas,
310620,1512106,10,381,Feliciashire,25,Michigan,
455015,8574863,95,601,Lynchland,5,Arkansas,
953455,5590120,79,214,South Nicholas,55,North Carolina,
48256,9012008,59,963,New Francisco,59,Kansas,
644606,8279525,32,832,Jacksonview,70,Connecticut,
565996,693212,71,227,Christopherhaven,45,Maryland,
145821,1679152,84,341,Robinsonmouth,83,Nebraska,
69236,5881878,10,547,Lisastad,41,Delaware,
655746,1937352,70,459,Johnborough,69,Colorado,
625281,5601931,55,786,Stephanieton,38,Texas,
657197,4213739,65,773,North Ricky,58,Mississippi,
763596,9129120,50,612,Gregberg,61,Oklahoma,
825698,6994987,34,434,Jacobport,92,Vermont,
382976,5596805,95,480,New Jeromefort,45,North Dakota,
220260,7847449,35,399,East Brittanytown,38,Delaware,
834456,645554,24,233,Gonzalezland,37,Montana,
316016,5453288,64,309,Robertbury,88,South Carolina,
872626,8043054,20,731,Bryantchester,99,Iowa,
772997,8969232,28,428,Maryport,41,Maine,
655107,7680049,76,682,New Joshuamouth,27,North Dakota,
960840,4987887,58,302,Lake Bruce,4,Minnesota,
699815,8467164,80,316,Taylortown,16,West Virginia,
64391,826931,80,133,West Stephanieville,44,California,
327025,7985776,79,649,West Melanie,84,Nebraska,
249522,5598522,68,346,South Samuel,96,Maryland,
258674,9279818,94,878,West Amy,23,Indiana,
39133,3320206,33,736,South Cynthia,60,New Jersey,
120648,9128292,76,315,Lake Ronniehaven,16,Kentucky,
616954,5779817,30,516,Williamhaven,61,Vermont,
830145,5586172,36,346,Michelleview,35,Tennessee,
472320,385167,15,438,Port Justinview,67,Utah,
144478,9003862,82,829,Normafort,1,California,
311149,7492175,68,771,North Dakota,59,Alaska,
511725,1813203,53,582,Port Alexis,12,Arizona,
345345,7334852,98,414,Jenniferchester,12,North Carolina,
774417,5114119,31,954,Aaronborough,65,Oregon,
700888,1216087,94,186,Tiffanyview,68,Alabama,
452056,9680485,37,617,New Josephhaven,66,Kentucky,
253136,4038299,19,297,Lake Stephanie,59,New Mexico,
571705,686872,71,796,West Melissaview,57,Washington,
214744,1872688,99,320,New Amber,95,Iowa,
46763,3073327,15,995,Michaelland,43,California,
983834,8556717,32,211,Summersmouth,77,Minnesota,
462446,8342861,88,358,Stevenston,17,Wyoming,
755969,7739653,15,459,South Brucefort,11,Delaware,
756832,5925883,77,854,North Andrea,77,Kentucky,
365589,2309151,67,448,East Tracychester,64,Ohio,
928538,6736093,90,127,West Joseph,70,Indiana,
538924,2673719,11,460,Samanthabury,86,Michigan,
264485,7160477,25,690,Smithchester,21,Oklahoma,
685343,1679457,62,522,Gonzalezhaven,35,Ohio,
848821,1688527,70,275,West Carla,78,Oklahoma,
162984,7484601,46,786,Deanmouth,86,Missouri,
782762,668995,61,567,East Caroltown,3,Wisconsin,
314940,3713222,40,775,Brightbury,24,Arizona,
165612,2309494,30,988,North Reneeborough,49,Wyoming,
561258,9199321,87,787,Palmertown,90,Vermont,
480419,786409,50,734,West Derekside,23,Georgia,
906478,5932437,77,604,Meganburgh,17,Kentucky,
178432,1755921,33,867,Hannahshire,7,South Dakota,
419172,6467813,16,387,East Deborahstad,30,Montana,
23024,1116042,39,186,Gonzalezberg,92,West Virginia,
481729,8284611,60,948,Denisefort,42,Mississippi,
307434,6469287,75,302,Lynchburgh,20,Arkansas,
683351,5711147,15,936,Barkertown,27,North Dakota,
404532,5244658,98,997,Freemanmouth,8,New Jersey,
920125,9209001,29,963,Lake Jillborough,40,North Dakota,
125687,6448830,76,628,West David,36,Florida,
370744,4182711,10,596,North Karen,81,Nevada,
610483,4064873,49,671,Andrewland,70,Utah,
273730,9192176,31,181,Traciton,27,Florida,
635405,5896407,30,442,New Josephbury,69,Arkansas,
485565,7441883,56,575,Port Kimberly,22,California,
929090,1592305,35,867,Johnsonside,81,California,
487921,377112,46,452,West Cassandra,36,Arizona,
745240,908460,11,543,Brendanport,77,Minnesota,
607107,4403459,48,793,North Tammystad,51,Montana,
821262,1212129,31,935,Dannyport,98,New York,
454397,3161609,56,239,Murphyville,68,Wisconsin,
810399,4411330,60,509,Port Mariabury,3,Montana,
146730,4154829,64,726,South Kimberlybury,48,Montana,
497122,3729305,92,841,Mariehaven,7,Montana,
483438,4641282,96,491,North Jeanhaven,51,Arizona,
63726,8226792,86,876,North Janice,79,Arizona,
264035,3207593,39,955,East Nancyside,5,Nebraska,
849430,1590540,45,566,Sheafurt,67,Alaska,
585558,1061727,21,417,West Jenniferfurt,70,Delaware,
313715,559287,86,141,New Edwardberg,51,Texas,
773450,2428246,46,109,Port Diana,82,Florida,
388038,8974690,82,897,Port Daniel,55,Kentucky,
8488,4492135,53,344,Jacobville,9,Florida,
86832,9446416,81,518,South Felicia,70,North Carolina,
303396,6547585,24,834,Stewartstad,6,Minnesota,
154129,6991423,74,918,Christinatown,50,Delaware,
455596,7314622,21,767,Timothyberg,1,New Mexico,
454421,5137590,76,275,Staceymouth,24,Oklahoma,
290018,2756613,31,545,Hobbsstad,88,Rhode Island,
420638,2217402,15,381,Mccormickshire,19,Tennessee,
844576,948848,95,364,New Jennifer,51,Louisiana,
365375,8136435,78,483,East Anthonymouth,54,Wyoming,
429938,6680200,64,342,Lake Michael,27,Idaho,
413708,9812339,69,161,East Lisafurt,52,Nebraska,
491473,9031512,23,827,East Samantha,5,Colorado,
212251,1864042,12,456,Lake Sean,90,Illinois,
854575,8031506,17,190,Lake Austin,98,North Carolina,
390902,9231573,83,475,Nicholaston,53,Florida,
38498,7902704,81,254,Hillside,95,Maryland,
485987,6168258,39,158,Martinezstad,83,North Carolina,
737044,3082607,34,182,Port Jessica,63,Maryland,
528259,9944683,86,443,Johnsonhaven,93,Vermont,
587667,4198012,19,561,New Gabriellechester,37,Rhode Island,
395606,4591756,90,260,Tranport,40,Georgia,
369042,7572129,70,575,East Lindachester,84,Washington,
318497,8038290,80,382,North Angelastad,52,Maine,
604409,5735890,59,795,Loriview,16,Nebraska,
443555,3740489,85,587,Geraldside,82,Wyoming,
118141,9182880,57,119,Christopherberg,15,Washington,
222112,8573305,78,299,South Daniel,90,Utah,
416462,2874505,88,639,New Mackenzie,63,Vermont,
984222,9060843,31,515,West Aaron,19,Utah,
14033,4952569,34,155,Port Preston,73,North Dakota,
606686,6979742,85,781,East Faith,37,Ohio,
875266,4041263,90,947,Jonathanport,91,Maine,
871765,8271245,38,300,North Regina,61,California,
616101,2778091,55,424,Jacksonbury,99,Alabama,
521104,7644197,65,816,Victorialand,28,Washington,
42824,6348755,91,564,South Joycefurt,34,Louisiana,
472394,9608940,53,620,Braunstad,78,Montana,
814717,3841036,33,722,Penachester,36,Pennsylvania,
106424,872098,57,298,Port Christophermouth,32,Louisiana,
360610,912716,82,235,East Julia,2,North Carolina,
633479,1372337,37,797,East Destiny,19,Nevada,
925117,7376665,54,690,Johnton,22,New Mexico,
742861,456040,69,616,New Katherine,31,Florida,
611690,4846749,12,943,North Jesse,50,Nebraska,
634473,9885744,33,939,New Adam,57,New Jersey,
621085,5062537,99,863,New Adamport,67,Kansas,
422316,7174910,95,803,Lake Kathy,33,South Dakota,
257669,9818896,93,705,West Michaelport,41,North Dakota,
238563,7558505,74,821,New Taylor,33,Montana,
301504,9135208,82,442,Port David,22,Ohio,
799622,242056,32,841,Port Danielstad,19,Kansas,
803084,8383958,85,312,Johnsonport,48,North Carolina,
644408,8169022,74,606,Lake Tyler,88,Colorado,
64884,9121942,31,794,Port Samuel,2,Pennsylvania,
600459,6167744,34,790,Anthonyfort,83,Iowa,
344117,5581322,61,370,South Carolchester,15,Arkansas,
162909,7552009,69,768,Lake Michelleville,6,Massachusetts,
168465,5186855,50,718,West Kathleenport,97,Illinois,
487143,5838233,39,450,Frazierborough,60,Alabama,
714273,7640247,22,658,New Deborahton,67,Delaware,
651925,146840,96,511,West Andrewberg,26,Louisiana,
611786,227601,83,163,Port Erikfurt,13,Rhode Island,
27921,4039591,47,632,Laurafort,54,Oklahoma,
208530,9231468,79,881,Kimburgh,71,Connecticut,
275971,4399416,68,578,Johnville,0,Pennsylvania,
520322,1964772,98,648,East Stephenmouth,77,Colorado,
377461,3865398,73,839,Jenniferfurt,89,Kentucky,
929215,6647020,36,167,Rayberg,2,Washington,
301594,7258130,88,467,North Stephaniefurt,91,Maine,
266618,3664286,51,961,Kimtown,66,Alaska,
238115,4296166,61,864,Johnmouth,63,Florida,
712767,5519873,94,430,New Holly,64,Colorado,
343331,6650989,44,804,Lake Markburgh,44,Illinois,
613998,8231470,53,414,West Ryan,58,Minnesota,
145609,326017,79,762,Danielstad,79,Delaware,
351113,8288888,77,562,Ramosmouth,7,Alaska,
186487,1109672,60,259,Laurafurt,50,Vermont,
473690,4325428,43,996,Newmanburgh,82,North Dakota,
47113,4821422,49,382,East Jessicaview,63,Illinois,
606112,10266,94,549,South Kathrynside,34,Rhode Island,
483969,959882,59,853,Port Nicoleside,79,Indiana,
375704,4220869,97,658,Robertsonfort,15,Alaska,
990702,4762024,83,843,Medinamouth,43,Idaho,
765173,6640871,47,546,North Pamela,20,Oregon,
504348,2290633,20,687,Jonathonland,58,Delaware,
764329,8412085,39,766,Santanamouth,69,Alabama,
450440,362831,16,197,East Jason,8,Florida,
740733,284280,55,340,Catherinemouth,21,Georgia,
992675,5948020,93,844,Sharonfort,68,Delaware,
416473,2110914,71,812,New Brentton,29,Nevada,
30036,9603081,60,602,South Johnton,41,New York,
346657,3648274,51,391,Cruzshire,67,South Carolina,
409399,1767887,85,182,Rebeccashire,55,Delaware,
90978,792836,61,950,Port Lisahaven,73,Ohio,
866113,2889819,98,451,Halefurt,26,Florida,
783589,2466531,31,436,Wilsonhaven,76,Missouri,
598782,1783584,47,533,Jesseville,8,Iowa,
384966,8592893,79,179,Wagnerville,24,Nevada,
43606,1030320,31,415,West Charleschester,19,Delaware,
37874,6865127,94,595,East Jamesborough,49,Minnesota,
37984,9889389,38,507,Christopherton,43,Oregon,
600889,1855663,39,570,Timothyview,35,California,
989208,7349783,19,704,East Jamesfurt,34,Oregon,
571824,7200346,79,958,Brittneyland,85,Washington,
509365,8443346,40,491,Port Brandonbury,33,Connecticut,
715553,9288863,65,345,New Jeffrey,72,Vermont,
218938,9593348,96,122,West Wendy,98,Montana,
774760,7386625,99,253,Coryview,2,New Hampshire,
359948,6631495,50,147,South Matthew,70,Texas,
159392,7701065,98,422,Keithstad,15,Rhode Island,
60950,346374,71,859,Ronnietown,32,North Dakota,
753665,2601392,83,980,Timothyborough,19,Illinois,
725013,8149655,32,510,West Melissa,77,Mississippi,
11977,7379713,26,292,Andersonport,44,New Jersey,
272748,1414267,10,943,Angelaberg,5,New Mexico,
303544,3150460,54,777,South Steven,44,North Carolina,
407392,1646910,32,673,Lauraland,81,Virginia,
521390,2188234,38,372,Torreston,15,Minnesota,
549749,4563307,80,464,Lake Anna,62,Arkansas,
255711,849211,83,185,East Lisa,44,Oregon,
388628,2779286,49,827,Hallchester,71,New Hampshire,
715424,7081783,19,947,Grayton,33,Missouri,
832636,1323796,19,138,Lake Barbara,23,Tennessee,
611828,3782305,37,271,Justinport,20,Florida,
722905,6210269,46,401,Burnsville,18,Kentucky,
561560,8561841,60,228,Christinatown,66,Iowa,
571946,266260,23,582,East Jessicabury,95,North Dakota,
24349,3978357,36,713,Stevenmouth,95,North Dakota,
77388,4425090,47,577,Lake Carlos,77,Kansas,
258713,6826506,98,856,Jacksonfurt,35,Oklahoma,
542481,2170018,20,481,North William,30,Illinois,
863512,6602527,96,130,Barbaraport,74,Wisconsin,
339349,9873596,84,847,Hansenberg,69,New York,
249674,1524297,90,974,East Jenniferport,25,Arizona,
376776,8641631,84,118,East Victorborough,62,South Carolina,
924592,689427,35,199,North Williammouth,91,Arkansas,
314476,2438093,62,610,Matthewshire,57,New Hampshire,
171552,8580574,96,311,East Carlos,36,Arkansas,
241300,8308237,65,576,Port Kyle,92,Maine,
878989,2437177,26,323,Lesliebury,85,Oklahoma,
73592,2735630,62,920,Robertoborough,44,Arkansas,
699386,2843918,65,668,Lake Christopherstad,38,Alabama,
942453,6752325,51,441,Danielburgh,65,Rhode Island,
941913,5928678,63,739,Walterview,44,Kentucky,
905233,3874802,23,534,Mcphersonside,26,New Hampshire,
627162,7922805,85,302,Derekhaven,42,New Mexico,
222539,988071,50,107,Baxterville,94,Alabama,
582900,2343965,36,558,West Meghanchester,96,Virginia,
627717,2847948,22,804,Christopherview,39,Delaware,
340506,7505178,19,300,Mayerside,45,Delaware,
950301,3547780,97,210,East Ryanborough,54,North Dakota,
16697,5428806,37,393,Jacksontown,31,Louisiana,
606712,8134627,52,850,Port Dorothyside,31,South Dakota,
906724,5024057,22,702,Benjaminmouth,54,Wisconsin,
975206,6466256,64,182,Scotthaven,83,Maine,
915164,2107394,82,835,Port Sandyborough,10,Ohio,
302260,9386192,89,902,New Scott,45,Montana,
892141,2843227,60,120,Yangside,50,Virginia,
108642,519022,25,352,Boydside,77,Alabama,
513171,8392747,58,709,North Karen,62,Iowa,
766145,5057817,31,929,West Erinville,51,Louisiana,
454473,7072681,33,849,Port Kayla,15,Connecticut,
969066,7229663,81,622,East Melanieburgh,51,Pennsylvania,
207438,5997697,55,698,Jimview,15,Georgia,
8020,974534,15,620,Meganshire,61,Alabama,
180251,4827708,36,560,Arnoldhaven,85,Texas,
230414,1682866,32,890,Stephentown,83,South Carolina,
878659,4944213,75,159,Lake Kevinport,8,Kentucky,
669855,4095457,45,262,Theodorebury,92,Iowa,
386006,5411779,38,603,Port Tom,33,Hawaii,
844830,2368174,46,491,Brendantown,80,Georgia,
631705,6628030,56,269,Ellisonstad,30,New Jersey,
5290,1288480,80,351,Michaelburgh,6,Oklahoma,
52792,949322,30,302,North Gloriafurt,98,New York,
115754,4405678,31,185,Smithtown,96,Tennessee,
133696,5267490,48,958,Levineberg,70,California,
379821,8449902,29,933,Rowechester,37,Virginia,
13018,9894200,77,776,Lake April,52,Michigan,
334266,8069515,85,418,Lake Veronica,49,Maine,
214767,6608018,97,253,Port Ravenhaven,4,Minnesota,
843359,3966931,27,921,South Kathyshire,11,Tennessee,
499419,8413752,85,140,Wilsonborough,28,Louisiana,
644784,5248286,51,206,East Karenland,7,Missouri,
287150,7208486,45,544,Lake Amystad,71,California,
552734,722348,96,368,Dominguezmouth,28,New Mexico,
556587,9612490,51,264,New Elizabethstad,71,Connecticut,
138776,8225506,62,651,Kellystad,60,Florida,
474122,3473764,60,650,Comptonville,48,Wyoming,
454543,5149962,37,866,South Patricia,89,Arkansas,
169986,485317,33,469,Charleneside,8,Arizona,
850727,3268106,19,188,Jessicafurt,27,Oregon,
961978,2247665,15,670,Lake Jessebury,62,Massachusetts,
851357,4295466,86,191,Wrightborough,18,Massachusetts,
363762,7206950,59,298,Mindychester,3,New Jersey,
790755,3839621,47,517,West Scottside,28,South Dakota,
349978,431361,61,623,Jamesfurt,57,North Dakota,
58550,8307329,95,708,Knoxland,54,Colorado,
903832,9354029,17,218,New Edwardtown,41,Indiana,
373355,7542378,31,977,North Douglasshire,78,Florida,
602261,7455818,82,560,Leeberg,27,Arkansas,
734916,251309,88,170,Benjaminmouth,25,Colorado,
913874,1575204,92,282,New Jacob,86,Kentucky,
524533,5582170,92,518,Lewisview,86,Utah,
12327,4514941,32,511,East Deborahport,0,California,
836982,768670,39,969,West Jennifer,45,New Hampshire,
430759,7721768,34,649,Rickshire,13,Tennessee,
362229,4951378,59,278,Josephchester,71,New York,
723235,1610865,65,824,Holtmouth,85,Iowa,
943182,5882215,95,575,Lorraineland,0,Georgia,
743547,978894,64,823,Karitown,15,Georgia,
554114,8551365,35,592,Lake Cynthiamouth,71,Oklahoma,
14336,7659035,56,395,New Gregoryberg,6,New Jersey,
643664,5669215,38,519,Petersonhaven,86,Massachusetts,
826783,8541326,93,513,Murrayland,95,Louisiana,
584417,1318567,56,913,South Marcus,92,New Jersey,
808090,3000868,57,292,Davisview,30,Indiana,
178892,6425807,10,395,Normanside,17,Delaware,
848301,7739378,10,915,New April,49,North Carolina,
975438,2162565,89,102,West Ashley,5,New York,
389726,8548057,54,906,Pamelachester,81,Idaho,
689660,1189868,13,374,South Ernest,94,Alabama,
70490,2314410,44,584,Port Joseph,33,Ohio,
125001,7990174,76,704,Swansonfort,21,Georgia,
804256,5046256,46,402,South Stacyberg,42,Alaska,
315954,2801798,98,749,Jonathanfurt,94,Alaska,
820444,6918380,35,591,Michelleborough,38,Kansas,
216286,1641050,31,648,West Donna,3,Oregon,
143044,7680185,37,126,Williamshire,6,Nevada,
507319,432350,29,315,Lake Danielle,32,New Jersey,
407405,185412,47,986,East Daniel,22,Kentucky,
383305,6132627,68,877,Reynoldsbury,61,Ohio,
328467,3766552,26,186,Thomasview,49,Utah,
306558,3218204,78,338,Sherimouth,96,Pennsylvania,
352679,8319276,99,503,Rodneystad,1,Utah,
72076,1400921,84,987,Lake Brandon,48,Rhode Island,
91659,4351059,67,375,Lake David,65,Rhode Island,
225387,1662237,86,733,New Jeffrey,33,West Virginia,
947616,1287354,79,599,North Adriennechester,97,Oregon,
148348,3512770,87,371,West William,66,Idaho,
12748,8007078,50,492,Richardtown,96,Indiana,
608478,5334208,70,769,New James,51,New York,
511817,4011679,52,783,Hardinshire,81,Georgia,
305989,6493187,79,851,Goodmanport,8,Idaho,
852762,8275429,62,857,South Lisaview,82,Utah,
358806,3478037,71,136,Lake William,45,Kentucky,
